observation_id,condition_code,replicate,item_id,submission_state,correct
E4V3-T3-K9-P1,M0R0,9,15,not_attempted,False
E4V3-T3-K9-P1,M0R0,9,16,not_attempted,False
E4V3-T3-K9-P1,M0R0,9,17,not_attempted,False
E4V3-T3-K9-P1,M0R0,9,18,not_attempted,False
E4V3-T3-K9-P1,M0R0,9,19,not_attempted,False
E4V3-T3-K9-P1,M0R0,9,20,not_attempted,False
E4V3-T3-K9-P1,M0R0,9,21,not_attempted,False
E4V3-T3-K9-P1,M0R0,9,22,not_attempted,False
E4V3-T3-K9-P1,M0R0,9,23,not_attempted,False
E4V3-T3-K9-P1,M0R0,9,24,not_attempted,False
E4V3-T3-K9-P1,M0R0,9,25,not_attempted,False
E4V3-T3-K9-P2,M0R1,9,1,accepted,True
E4V3-T3-K9-P2,M0R1,9,2,accepted,True
E4V3-T3-K9-P2,M0R1,9,3,accepted,False
E4V3-T3-K9-P2,M0R1,9,4,not_attempted,False
E4V3-T3-K9-P2,M0R1,9,5,not_attempted,False
E4V3-T3-K9-P2,M0R1,9,6,not_attempted,False
E4V3-T3-K9-P2,M0R1,9,7,not_attempted,False
E4V3-T3-K9-P2,M0R1,9,8,not_attempted,False
E4V3-T3-K9-P2,M0R1,9,9,not_attempted,False
E4V3-T3-K9-P2,M0R1,9,10,not_attempted,False
E4V3-T3-K9-P2,M0R1,9,11,not_attempted,False
E4V3-T3-K9-P2,M0R1,9,12,not_attempted,False
E4V3-T3-K9-P2,M0R1,9,13,not_attempted,False
E4V3-T3-K9-P2,M0R1,9,14,not_attempted,False
E4V3-T3-K9-P2,M0R1,9,15,not_attempted,False
E4V3-T3-K9-P2,M0R1,9,16,not_attempted,False
E4V3-T3-K9-P2,M0R1,9,17,not_attempted,False
E4V3-T3-K9-P2,M0R1,9,18,not_attempted,False
E4V3-T3-K9-P2,M0R1,9,19,not_attempted,False
E4V3-T3-K9-P2,M0R1,9,20,not_attempted,False
E4V3-T3-K9-P2,M0R1,9,21,not_attempted,False
E4V3-T3-K9-P2,M0R1,9,22,not_attempted,False
E4V3-T3-K9-P2,M0R1,9,23,not_attempted,False
E4V3-T3-K9-P2,M0R1,9,24,not_attempted,False
E4V3-T3-K9-P2,M0R1,9,25,not_attempted,False
E4V3-T3-K9-P3,M1R1,9,1,accepted,True
E4V3-T3-K9-P3,M1R1,9,2,not_attempted,False
E4V3-T3-K9-P3,M1R1,9,3,accepted,False
E4V3-T3-K9-P3,M1R1,9,4,accepted,True
E4V3-T3-K9-P3,M1R1,9,5,accepted,True
E4V3-T3-K9-P3,M1R1,9,6,accepted,False
E4V3-T3-K9-P3,M1R1,9,7,accepted,False
E4V3-T3-K9-P3,M1R1,9,8,accepted,True
E4V3-T3-K9-P3,M1R1,9,9,accepted,True
E4V3-T3-K9-P3,M1R1,9,10,accepted,True
E4V3-T3-K9-P3,M1R1,9,11,accepted,True
E4V3-T3-K9-P3,M1R1,9,12,accepted,True
E4V3-T3-K9-P3,M1R1,9,13,accepted,True
E4V3-T3-K9-P3,M1R1,9,14,accepted,False
E4V3-T3-K9-P3,M1R1,9,15,accepted,False
E4V3-T3-K9-P3,M1R1,9,16,accepted,True
E4V3-T3-K9-P3,M1R1,9,17,accepted,False
E4V3-T3-K9-P3,M1R1,9,18,accepted,True
E4V3-T3-K9-P3,M1R1,9,19,not_attempted,False
E4V3-T3-K9-P3,M1R1,9,20,not_attempted,False
E4V3-T3-K9-P3,M1R1,9,21,not_attempted,False
E4V3-T3-K9-P3,M1R1,9,22,not_attempted,False
E4V3-T3-K9-P3,M1R1,9,23,not_attempted,False
E4V3-T3-K9-P3,M1R1,9,24,not_attempted,False
E4V3-T3-K9-P3,M1R1,9,25,not_attempted,False
E4V3-T3-K9-P4,M1R0,9,1,accepted,True
E4V3-T3-K9-P4,M1R0,9,2,accepted,True
E4V3-T3-K9-P4,M1R0,9,3,accepted,True
E4V3-T3-K9-P4,M1R0,9,4,accepted,True
E4V3-T3-K9-P4,M1R0,9,5,accepted,True
E4V3-T3-K9-P4,M1R0,9,6,accepted,True
E4V3-T3-K9-P4,M1R0,9,7,accepted,True
E4V3-T3-K9-P4,M1R0,9,8,accepted,True
E4V3-T3-K9-P4,M1R0,9,9,accepted,True
E4V3-T3-K9-P4,M1R0,9,10,accepted,True
E4V3-T3-K9-P4,M1R0,9,11,accepted,True
E4V3-T3-K9-P4,M1R0,9,12,accepted,True
E4V3-T3-K9-P4,M1R0,9,13,accepted,True
E4V3-T3-K9-P4,M1R0,9,14,accepted,False
E4V3-T3-K9-P4,M1R0,9,15,accepted,False
E4V3-T3-K9-P4,M1R0,9,16,accepted,True
E4V3-T3-K9-P4,M1R0,9,17,accepted,True
E4V3-T3-K9-P4,M1R0,9,18,accepted,True
E4V3-T3-K9-P4,M1R0,9,19,accepted,True
E4V3-T3-K9-P4,M1R0,9,20,accepted,True
E4V3-T3-K9-P4,M1R0,9,21,accepted,True
E4V3-T3-K9-P4,M1R0,9,22,accepted,True
E4V3-T3-K9-P4,M1R0,9,23,accepted,True
E4V3-T3-K9-P4,M1R0,9,24,accepted,True
E4V3-T3-K9-P4,M1R0,9,25,accepted,True
